Analyst Type,Job Title,Company Name,Rating,Job Location,Job State,Lower Salary USD,Upper Salary USD,Average Salary,Size,Founded,Type of ownership,Industry,Sector,Revenue
"Data Analyst","Electronic Trading Data Analyst","Scotiabank
",3.6,"New York"," NY",59000.0,85000.0,72000.0,"10000+",1832-01-01 00:00:00.000,"Public","Investment Banking & Asset Management","Finance","$10+ billion (USD)"
"Data Analyst","Data Analyst, Center for Developing Brain","Child Mind Institute
",3.2,"New York"," NY",59000.0,85000.0,72000.0,"201 to 500",2009-01-01 00:00:00.000,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","$25 to $50 million (USD)"
"Data Analyst","Data Analyst with Rochade","Reliable Software Resources
",4.0,"New York"," NY",59000.0,85000.0,72000.0,"501 to 1000",2004-01-01 00:00:00.000,"Private","IT Services","Information Technology","$50 to $100 million (USD)"
"Data Analyst","Product Analyst - Data","William Hill US
",2.7,"Jersey City"," NJ",59000.0,85000.0,72000.0,"10000+",1934-01-01 00:00:00.000,"Public","Gambling","Arts, Entertainment & Recreation","$2 to $5 billion (USD)"
"Data Analyst","Senior Data Analyst","Rockstar Games
",4.1,"New York"," NY",59000.0,85000.0,72000.0,"1001 to 5000",1998-01-01 00:00:00.000,"Subsidiary or Business Segment","Video Games","Media","$10 to $25 million (USD)"
"Data Analyst","Market Research Data Analyst - Physician Technology","Decision Resources Group
",3.1,"New York"," NY",59000.0,85000.0,72000.0,"1001 to 5000",1990-01-01 00:00:00.000,"Subsidiary or Business Segment","IT Services","Information Technology","$100 to $500 million (USD)"
"Data Analyst","Data Collection Analyst","Columbia University
",3.9,"New York"," NY",59000.0,85000.0,72000.0,"10000+",1938-01-01 00:00:00.000,"College / University","Colleges & Universities","Education","$2 to $5 billion (USD)"
"Data Analyst","Data Analyst","Precision technologies corp
",4.2,"New York"," NY",59000.0,85000.0,72000.0,"201 to 500",2008-01-01 00:00:00.000,"Private","IT Services","Information Technology","$10 to $25 million (USD)"
"Data Analyst","DATA ENTRY/ BILLING ANALYST","Cactus Holdings
",3.9,"Queens Village"," NY",59000.0,85000.0,72000.0,"1001 to 5000",2002-01-01 00:00:00.000,"Private","Research & Development","Business Services","Unknown / Non-Applicable"
"Data Analyst","Student Persistence Initiative Data Analyst/Scientist","Cuny Research Foundation
",4.2,"New York"," NY",59000.0,85000.0,72000.0,"10000+",1963-01-01 00:00:00.000,"Nonprofit Organization","Colleges & Universities","Education","$100 to $500 million (USD)"
"Data Analyst","Data Quality Analyst","SGA I",-1.0,"New York"," NY",59000.0,85000.0,72000.0,"1 to 50",1996-01-01 00:00:00.000,"Private","Architectural & Engineering Services","Business Services","$1 to $5 million (USD)"
"Data Analyst","Sr. Business Intelligence Engineer / Data Analyst","Amazon
",3.9,"New York"," NY",59000.0,85000.0,72000.0,"10000+",1994-01-01 00:00:00.000,"Public","Internet","Information Technology","$10+ billion (USD)"
"Data Analyst","Data Analyst","NYU Langone Health
",4.0,"New York"," NY",43000.0,76000.0,59500.0,"10000+",1841-01-01 00:00:00.000,"Hospital","Health Care Services & Hospitals","Health Care","$5 to $10 billion (USD)"
"Data Analyst","Healthcare Data/Reporting Analyst","HOMETEAM
",3.6,"New York"," NY",43000.0,76000.0,59500.0,"51 to 200",2013-01-01 00:00:00.000,"Private","Health Care Services & Hospitals","Health Care","Unknown / Non-Applicable"
"Data Analyst","Data Analyst I - Geriatrics and Palliative Care","Mount Sinai Health System
",3.4,"New York"," NY",43000.0,76000.0,59500.0,"10000+",2013-01-01 00:00:00.000,"Hospital","Health Care Services & Hospitals","Health Care","$1 to $2 billion (USD)"
"Data Analyst","Data Analyst/Rochade","Halcyon Solutions, Inc.
",3.3,"New York"," NY",43000.0,76000.0,59500.0,"51 to 200",1992-01-01 00:00:00.000,"Private","IT Services","Information Technology","$10 to $25 million (USD)"
"Data Analyst","Data Analyst","COUNCIL ON ACCREDITATION
",3.8,"New York"," NY",43000.0,76000.0,59500.0,"51 to 200",1977-01-01 00:00:00.000,"Nonprofit Organization","Social Assistance","Non-Profit","$10 to $25 million (USD)"
"Data Analyst","Data Analyst II, Division of Gastroenterology (Research)","Mount Sinai Health System
",3.4,"New York"," NY",43000.0,76000.0,59500.0,"10000+",2013-01-01 00:00:00.000,"Hospital","Health Care Services & Hospitals","Health Care","$1 to $2 billion (USD)"
"Data Analyst","Data Analyst, Student Success Program","Child Mind Institute
",3.2,"New York"," NY",43000.0,76000.0,59500.0,"201 to 500",2009-01-01 00:00:00.000,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","$25 to $50 million (USD)"
"Data Analyst","Analyst, Data Centers Industry","451 Research
",3.3,"New York"," NY",43000.0,76000.0,59500.0,"201 to 500",2000-01-01 00:00:00.000,"Private","Research & Development","Business Services","Unknown / Non-Applicable"
"Data Analyst","Financial - Data Analyst","Amenity Analytics
",3.8,"New York"," NY",43000.0,76000.0,59500.0,"51 to 200",2015-01-01 00:00:00.000,"Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable"
"Data Analyst","Data Analyst with Data Scanning and Profiling","Halcyon Solutions, Inc.
",3.3,"New York"," NY",43000.0,76000.0,59500.0,"51 to 200",1992-01-01 00:00:00.000,"Private","IT Services","Information Technology","$10 to $25 million (USD)"
"Data Analyst","Business Analyst - Data Governance","Rockstar Games
",4.1,"New York"," NY",43000.0,76000.0,59500.0,"1001 to 5000",1998-01-01 00:00:00.000,"Subsidiary or Business Segment","Video Games","Media","$10 to $25 million (USD)"
"Data Analyst","Senior Data Analyst - Health Economist","Vericred
",2.9,"New York"," NY",43000.0,76000.0,59500.0,"1 to 50",2015-01-01 00:00:00.000,"Private","Internet","Information Technology","Unknown / Non-Applicable"
"Data Analyst","Research Analyst (Data Science)","APCO Worldwide
",3.4,"New York"," NY",43000.0,76000.0,59500.0,"501 to 1000",1984-01-01 00:00:00.000,"Private","Consulting","Business Services","$100 to $500 million (USD)"
"Data Analyst","Data Management Analyst","Brooklyn Community Services
",2.5,"Brooklyn"," NY",43000.0,76000.0,59500.0,"201 to 500",1886-01-01 00:00:00.000,"Nonprofit Organization","Social Assistance","Non-Profit","$25 to $50 million (USD)"
"Data Analyst","Healthcare Data/Reporting Analyst","Diverse Lynx
",3.9,"New York"," NY",43000.0,76000.0,59500.0,"501 to 1000",2002-01-01 00:00:00.000,"Private","IT Services","Information Technology","$100 to $500 million (USD)"
"Data Analyst","Sr. Data Profiling Analyst","UBS
",3.6,"New York"," NY",43000.0,76000.0,59500.0,"10000+",1862-01-01 00:00:00.000,"Public","Investment Banking & Asset Management","Finance","$10+ billion (USD)"
"Data Analyst","Data Analyst","Workforce Logiq
",3.6,"Haworth"," NJ",43000.0,76000.0,59500.0,"501 to 1000",1999-01-01 00:00:00.000,"Private","Consulting","Business Services","$50 to $100 million (USD)"
"Data Analyst","Data Analyst","Cross River Bank
",3.3,"Fort Lee"," NJ",43000.0,76000.0,59500.0,"201 to 500",2008-01-01 00:00:00.000,"Private","Banks & Credit Unions","Finance","$50 to $100 million (USD)"
"Data Analyst","Sr. Data Analyst, Revenue Analytics, Peacock","NBCUniversal
",3.8,"New York"," NY",43000.0,76000.0,59500.0,"10000+",1906-01-01 00:00:00.000,"Public","TV Broadcast & Cable Networks","Media","$10+ billion (USD)"
"Data Analyst","Senior Data Analyst","Narrativ
",3.7,"New York"," NY",43000.0,76000.0,59500.0,"1 to 50",2015-01-01 00:00:00.000,"Private","Internet","Information Technology","Unknown / Non-Applicable"
"Data Analyst","Senior Data Analyst - Data Cataloging / Data Profiling","Perficient
",3.6,"New York"," NY",43000.0,76000.0,59500.0,"1001 to 5000",1998-01-01 00:00:00.000,"Public","IT Services","Information Technology","$500 million to $1 billion (USD)"
"Data Analyst","Senior Data Analyst","Bounce Exchange
",4.1,"New York"," NY",60000.0,110000.0,85000.0,"201 to 500",2012-01-01 00:00:00.000,"Private","Advertising & Marketing","Business Services","Unknown / Non-Applicable"
"Data Analyst","Human Capital Data Analyst","Green Key Resources
",4.5,"New York"," NY",60000.0,110000.0,85000.0,"201 to 500",2004-01-01 00:00:00.000,"Private","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable"
"Data Analyst","GIS Data analyst","22nd Century Technologies
",3.7,"New York"," NY",60000.0,110000.0,85000.0,"1001 to 5000",1997-01-01 00:00:00.000,"Private","IT Services","Information Technology","$25 to $50 million (USD)"
"Data Analyst","Junior Data Analytics Solutions Analyst","Praescient Analytics
",3.1,"New York"," NY",60000.0,110000.0,85000.0,"51 to 200",2011-01-01 00:00:00.000,"Private","Consulting","Business Services","$10 to $25 million (USD)"
"Data Analyst","Data Analyst w/Capital Markets","Software Guidance & Assistance
",3.7,"Jersey City"," NJ",60000.0,110000.0,85000.0,"51 to 200",1981-01-01 00:00:00.000,"Private","Staffing & Outsourcing","Business Services","$50 to $100 million (USD)"
"Data Analyst","VP, Research Project Analyst/Data Management","Citi
",3.7,"New York"," NY",60000.0,110000.0,85000.0,"10000+",1812-01-01 00:00:00.000,"Public","Investment Banking & Asset Management","Finance","$10+ billion (USD)"
"Data Analyst","Data Management Analyst","TSR Consulting
",3.6,"New York"," NY",60000.0,110000.0,85000.0,"201 to 500",1969-01-01 00:00:00.000,"Public","Staffing & Outsourcing","Business Services","$50 to $100 million (USD)"
"Data Analyst","Data Governance Analyst","UBS
",3.6,"Weehawken"," NJ",60000.0,110000.0,85000.0,"10000+",1862-01-01 00:00:00.000,"Public","Investment Banking & Asset Management","Finance","$10+ billion (USD)"
"Data Analyst","Data Analyst, Enterprise Analytics","Take-Two Interactive Software, Inc.
",3.7,"New York"," NY",60000.0,110000.0,85000.0,"1001 to 5000",1993-01-01 00:00:00.000,"Public","Video Games","Media","$1 to $2 billion (USD)"
"Data Analyst","Data Analytics Solutions Analyst - Mid with Security Clearance","Praescient Analytics
",3.1,"New York"," NY",60000.0,110000.0,85000.0,"51 to 200",2011-01-01 00:00:00.000,"Private","Consulting","Business Services","$10 to $25 million (USD)"
"Data Analyst","Investment Management Summer Analyst Program - Office of COO: Data & Analytics","Morgan Stanley
",3.8,"New York"," NY",60000.0,110000.0,85000.0,"10000+",1935-01-01 00:00:00.000,"Public","Investment Banking & Asset Management","Finance","$10+ billion (USD)"
"Data Analyst","Data Collection Analyst","ICAP at Columbia University
",4.1,"New York"," NY",60000.0,110000.0,85000.0,"501 to 1000",2003-01-01 00:00:00.000,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","Unknown / Non-Applicable"
"Data Analyst","Sr Business /Data Analyst- Reference data","Xoriant Corporation
",3.7,"Jersey City"," NJ",60000.0,110000.0,85000.0,"1001 to 5000",1990-01-01 00:00:00.000,"Private","IT Services","Information Technology","$100 to $500 million (USD)"
"Data Analyst","SENIOR DATA ANALYST","Montefiore Medical
",3.7,"New York"," NY",60000.0,110000.0,85000.0,"10000+",1884-01-01 00:00:00.000,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","$2 to $5 billion (USD)"
"Data Analyst","Data Reporting Analyst","NADAP
",3.2,"New York"," NY",60000.0,110000.0,85000.0,"201 to 500",1971-01-01 00:00:00.000,"Nonprofit Organization","Social Assistance","Non-Profit","Unknown / Non-Applicable"
"Data Analyst","Data Governance Analyst","SGA I",-1.0,"New York"," NY",60000.0,110000.0,85000.0,"1 to 50",1996-01-01 00:00:00.000,"Private","Architectural & Engineering Services","Business Services","$1 to $5 million (USD)"
"Data Analyst","Principal Data Analyst, LATAM – Disney Streaming Services","Disney Streaming Services
",3.6,"New York"," NY",60000.0,110000.0,85000.0,"501 to 1000",2018-01-01 00:00:00.000,"Private","Internet","Information Technology","Unknown / Non-Applicable"
"Data Analyst","Data Analyst (35 hours/week)","CASES
",3.5,"New York"," NY",60000.0,110000.0,85000.0,"201 to 500",1989-01-01 00:00:00.000,"Nonprofit Organization","Social Assistance","Non-Profit","$10 to $25 million (USD)"
"Data Analyst","Data Analyst","Staffigo Technical Services, LLC
",5.0,"New York"," NY",41000.0,78000.0,59500.0,"51 to 200",2008-01-01 00:00:00.000,"Private","IT Services","Information Technology","$50 to $100 million (USD)"
"Data Analyst","Senior Data Analyst, Financial Services","Earnest Research
",5.0,"New York"," NY",41000.0,78000.0,59500.0,"51 to 200",2012-01-01 00:00:00.000,"Private","Research & Development","Business Services","Unknown / Non-Applicable"
"Data Analyst","Enterprise Data, Financial Data Analyst - Content Design Specialist Contractor","Bloomberg
",3.8,"New York"," NY",41000.0,78000.0,59500.0,"10000+",1981-01-01 00:00:00.000,"Private","Computer Hardware & Software","Information Technology","Unknown / Non-Applicable"
"Data Analyst","Data Analyst","Acacia Network
",3.3,"Bronx"," NY",41000.0,78000.0,59500.0,"1001 to 5000",1966-01-01 00:00:00.000,"Nonprofit Organization","Social Assistance","Non-Profit","$100 to $500 million (USD)"
"Data Analyst","Data Remediation Analyst-EK020719A/JL","EDP World, Inc.
",3.5,"New York"," NY",41000.0,78000.0,59500.0,"1 to 50",1968-01-01 00:00:00.000,"Private","Staffing & Outsourcing","Business Services","$1 to $5 million (USD)"
"Data Analyst","Business Analyst - Chief Data Office","Citi
",3.7,"New York"," NY",41000.0,78000.0,59500.0,"10000+",1812-01-01 00:00:00.000,"Public","Investment Banking & Asset Management","Finance","$10+ billion (USD)"
"Data Analyst","Senior Analyst, Data Instrumentation & Quality (Disney+)","Walt Disney Co.
",4.0,"New York"," NY",41000.0,78000.0,59500.0,"10000+",1923-01-01 00:00:00.000,"Public","Motion Picture Production & Distribution","Media","$10+ billion (USD)"
"Data Analyst","Sr. Data Analyst","NTT DATA
",3.4,"New York"," NY",41000.0,78000.0,59500.0,"10000+",1967-01-01 00:00:00.000,"Public","IT Services","Information Technology","$10+ billion (USD)"
"Data Analyst","Big Data Programmer Analyst","TSR, Inc.
",3.6,"Jersey City"," NJ",41000.0,78000.0,59500.0,"201 to 500",1969-01-01 00:00:00.000,"Public","Staffing & Outsourcing","Business Services","$50 to $100 million (USD)"
"Data Analyst","Data Governance Analyst","Eclaro
",3.4,"New York"," NY",41000.0,78000.0,59500.0,"501 to 1000",1999-01-01 00:00:00.000,"Private","Staffing & Outsourcing","Business Services","$25 to $50 million (USD)"
"Data Analyst","Financial Data Analyst - Accounting - D3529","Source of Future Technology Inc
",4.2,"New York"," NY",41000.0,78000.0,59500.0,"1 to 50",1981-01-01 00:00:00.000,"Private","Computer Hardware & Software","Information Technology","$5 to $10 million (USD)"
"Data Analyst","Data Processing & Performance Analyst New York, NY","Brink's
",2.7,"New York"," NY",41000.0,78000.0,59500.0,"10000+",1859-01-01 00:00:00.000,"Public","Security Services","Business Services","$2 to $5 billion (USD)"
"Data Analyst","Data Analyst","Seven Seven Softwares
",3.1,"Newark"," NJ",41000.0,78000.0,59500.0,"201 to 500",1996-01-01 00:00:00.000,"Public","IT Services","Information Technology","$10 to $25 million (USD)"
"Data Analyst","Senior Data Analyst","Mobilityware
",4.5,"New York"," NY",41000.0,78000.0,59500.0,"51 to 200",1990-01-01 00:00:00.000,"Private","Video Games","Media","Unknown / Non-Applicable"
"Data Analyst","Data Analyst-Junior Profiles also works-Only NY/NJ Candidates Please on w2 Only","TechProjects
",4.8,"Jersey City"," NJ",41000.0,78000.0,59500.0,"1 to 50",2011-01-01 00:00:00.000,"Private","IT Services","Information Technology","Unknown / Non-Applicable"
"Data Analyst","Business Analyst-Market Data","Mitchell Martin
",4.1,"Jersey City"," NJ",41000.0,78000.0,59500.0,"501 to 1000",1984-01-01 00:00:00.000,"Private","Staffing & Outsourcing","Business Services","$100 to $500 million (USD)"
"Data Analyst","Content Analyst/Data BA-Bus/Tech Strategy - Investment Bank","RMS Computer Corporation
",3.0,"Jersey City"," NJ",41000.0,78000.0,59500.0,"201 to 500",1985-01-01 00:00:00.000,"Private","Computer Hardware & Software","Information Technology","$25 to $50 million (USD)"
"Data Analyst","Data Analyst","ProHEALTH Care
",2.7,"Lake Success"," NY",41000.0,78000.0,59500.0,"1001 to 5000",1997-01-01 00:00:00.000,"Subsidiary or Business Segment","Health Care Services & Hospitals","Health Care","Unknown / Non-Applicable"
"Data Analyst","Senior Analyst, AB Testing and Data Operations","2U
",3.5,"New York"," NY",41000.0,78000.0,59500.0,"1001 to 5000",2008-01-01 00:00:00.000,"Public","Enterprise Software & Network Solutions","Information Technology","$100 to $500 million (USD)"
"Data Analyst","Data Analyst I - Geriatrics and Palliative Care","Mount Sinai Medical Center
",3.1,"New York"," NY",41000.0,78000.0,59500.0,"1001 to 5000",1946-01-01 00:00:00.000,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","$500 million to $1 billion (USD)"
"Data Analyst","Senior Business and Data Analyst","JPMorgan Chase
",3.9,"New York"," NY",41000.0,78000.0,59500.0,"10000+",1799-01-01 00:00:00.000,"Public","Investment Banking & Asset Management","Finance","$10+ billion (USD)"
"Data Analyst","Data Analyst II","Capgemini
",3.8,"Jersey City"," NJ",45000.0,88000.0,66500.0,"10000+",1967-01-01 00:00:00.000,"Public","Enterprise Software & Network Solutions","Information Technology","$10+ billion (USD)"
"Data Analyst","Data Analyst II","IPRO
",3.0,"Lake Success"," NY",45000.0,88000.0,66500.0,"201 to 500",1984-01-01 00:00:00.000,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","$50 to $100 million (USD)"
"Data Analyst","Lead Generation Data Analyst","Brown Brothers Harriman
",3.3,"New York"," NY",45000.0,88000.0,66500.0,"1001 to 5000",1818-01-01 00:00:00.000,"Private","Investment Banking & Asset Management","Finance","$2 to $5 billion (USD)"
"Data Analyst","Data Analyst I - Genetics & Genomic Sciences","Mount Sinai Medical Center
",3.1,"New York"," NY",45000.0,88000.0,66500.0,"1001 to 5000",1946-01-01 00:00:00.000,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","$500 million to $1 billion (USD)"
"Data Analyst","Data Reporting Analyst III","Horizon Blue Cross Blue Shield of New Jersey
",3.6,"Newark"," NJ",45000.0,88000.0,66500.0,"1001 to 5000",1932-01-01 00:00:00.000,"Nonprofit Organization","Insurance Carriers","Insurance","$10+ billion (USD)"
"Data Analyst","Data Analyst - CBCH","Columbia University
",3.9,"New York"," NY",45000.0,88000.0,66500.0,"10000+",1938-01-01 00:00:00.000,"College / University","Colleges & Universities","Education","$2 to $5 billion (USD)"
"Data Analyst","Principal Data Analyst, LATAM Disney Streaming Services","Walt Disney Company
",4.0,"New York"," NY",45000.0,88000.0,66500.0,"10000+",1923-01-01 00:00:00.000,"Public","Motion Picture Production & Distribution","Media","$10+ billion (USD)"
"Data Analyst","Data Engineer/Data Analyst","Diverse Lynx
",3.9,"New York"," NY",45000.0,88000.0,66500.0,"501 to 1000",2002-01-01 00:00:00.000,"Private","IT Services","Information Technology","$100 to $500 million (USD)"
"Data Analyst","Technical Business/Data Analyst","Capgemini
",3.8,"New York"," NY",73000.0,127000.0,100000.0,"10000+",1967-01-01 00:00:00.000,"Public","Enterprise Software & Network Solutions","Information Technology","$10+ billion (USD)"
"Data Analyst","CRM Data Performance Analyst","Roar Digital
",4.9,"New York"," NY",73000.0,127000.0,100000.0,"51 to 200",2018-01-01 00:00:00.000,"Private","Gambling","Arts, Entertainment & Recreation","Unknown / Non-Applicable"
"Data Analyst","Senior Data Analyst - Rochade","Perficient
",3.6,"New York"," NY",73000.0,127000.0,100000.0,"1001 to 5000",1998-01-01 00:00:00.000,"Public","IT Services","Information Technology","$500 million to $1 billion (USD)"
"Data Analyst","2021 Summer Analyst Program- Data & Analytics Solutions","The Bank of New York Mellon
",3.2,"New York"," NY",73000.0,127000.0,100000.0,"10000+",1784-01-01 00:00:00.000,"Public","Investment Banking & Asset Management","Finance","$10+ billion (USD)"
"Data Analyst","Data Analyst - QC","Nesco Resource, LLC
",2.9,"New York"," NY",73000.0,127000.0,100000.0,"1001 to 5000",1956-01-01 00:00:00.000,"Private","Staffing & Outsourcing","Business Services","$500 million to $1 billion (USD)"
"Data Analyst","Healthcare Data/Reporting Analyst","Integrated Resources
",3.1,"New York"," NY",73000.0,127000.0,100000.0,"201 to 500",1996-01-01 00:00:00.000,"Private","Staffing & Outsourcing","Business Services","$25 to $50 million (USD)"
"Data Analyst","JPSC-8461 - Position: 13,52,53 Data Analyst","Avani Technology Solutions
",4.5,"New York"," NY",73000.0,127000.0,100000.0,"501 to 1000",2008-01-01 00:00:00.000,"Private","IT Services","Information Technology","$50 to $100 million (USD)"
"Data Analyst","Data Analyst with Python or Python developer","Diverse Lynx
",3.9,"New York"," NY",84000.0,90000.0,87000.0,"501 to 1000",2002-01-01 00:00:00.000,"Private","IT Services","Information Technology","$100 to $500 million (USD)"
"Data Analyst","Data Entry Clerk / Data analyst","V R Della Infotech Inc
",4.1,"Haworth"," NJ",84000.0,90000.0,87000.0,"51 to 200",2012-01-01 00:00:00.000,"Private","Staffing & Outsourcing","Business Services","$5 to $10 million (USD)"
"Data Analyst","Senior Analyst, Data and Insights (Wirecutter)","New York Times
",3.8,"New York"," NY",84000.0,90000.0,87000.0,"1001 to 5000",1896-01-01 00:00:00.000,"Public","News Outlet","Media","$1 to $2 billion (USD)"
"Data Analyst","Data Governance Analyst","LanceSoft Inc
",3.8,"New York"," NY",84000.0,90000.0,87000.0,"1001 to 5000",2000-01-01 00:00:00.000,"Private","Staffing & Outsourcing","Business Services","$100 to $500 million (USD)"
"Data Analyst","Data Analyst with Python","Diverse Lynx
",3.9,"New York"," NY",84000.0,90000.0,87000.0,"501 to 1000",2002-01-01 00:00:00.000,"Private","IT Services","Information Technology","$100 to $500 million (USD)"
"Data Analyst","Analyst Business Data","Northwell Health
",4.0,"Manhasset"," NY",84000.0,90000.0,87000.0,"10000+",1997-01-01 00:00:00.000,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","$10+ billion (USD)"
"Data Analyst","Sr. Datastage and Data Analyst","TechProjects
",4.8,"New York"," NY",84000.0,90000.0,87000.0,"1 to 50",2011-01-01 00:00:00.000,"Private","IT Services","Information Technology","Unknown / Non-Applicable"
"Data Analyst","Consumer Lending Data Analyst","Informa Intelligence
",3.8,"New York"," NY",84000.0,90000.0,87000.0,"1001 to 5000",1998-01-01 00:00:00.000,"Public","Consulting","Business Services","$1 to $2 billion (USD)"
"Data Analyst","Business Analyst/PM/Data Analyst - Investment Bank","RMS Computer
",3.0,"Jersey City"," NJ",84000.0,90000.0,87000.0,"201 to 500",1985-01-01 00:00:00.000,"Private","Computer Hardware & Software","Information Technology","$25 to $50 million (USD)"
"Data Analyst","Healthcare Analyst, Claims/Encounter Data","Healthfirst
",3.1,"New York"," NY",27000.0,52000.0,39500.0,"1001 to 5000",1993-01-01 00:00:00.000,"Nonprofit Organization","Insurance Carriers","Insurance","Unknown / Non-Applicable"
"Data Analyst","TX Healthcare Data/Reporting Analyst","SAT Healthcare
",3.5,"New York"," NY",27000.0,52000.0,39500.0,"201 to 500",2002-01-01 00:00:00.000,"Private","Health Care Services & Hospitals","Health Care","$50 to $100 million (USD)"
"Data Analyst","Senior Data Analyst - Regulatory Reporting","American CyberSystems
",4.0,"New York"," NY",27000.0,52000.0,39500.0,"10000+",1998-01-01 00:00:00.000,"Private","IT Services","Information Technology","$500 million to $1 billion (USD)"
"Data Analyst","Senior Specialist Data Analyst","The Bank of New York Mellon
",3.2,"New York"," NY",27000.0,52000.0,39500.0,"10000+",1784-01-01 00:00:00.000,"Public","Investment Banking & Asset Management","Finance","$10+ billion (USD)"
"Data Analyst","SQL Report Developer Data Analyst","M&T Bank Corporation
",3.3,"New York"," NY",27000.0,52000.0,39500.0,"10000+",1856-01-01 00:00:00.000,"Public","Banks & Credit Unions","Finance","$5 to $10 billion (USD)"
"Data Analyst","Data Analyst,, Sales Operations - Oracle Data Cloud","Oracle
",3.6,"New York"," NY",27000.0,52000.0,39500.0,"10000+",1977-01-01 00:00:00.000,"Public","Enterprise Software & Network Solutions","Information Technology","$10+ billion (USD)"
"Data Analyst","Senior Analyst, Data Analytics","CMI/Compas
",3.6,"New York"," NY",27000.0,52000.0,39500.0,"501 to 1000",1989-01-01 00:00:00.000,"Private","Advertising & Marketing","Business Services","$100 to $500 million (USD)"
"Data Analyst","Senior Data Analyst (Product)","AbleTo
",4.3,"New York"," NY",27000.0,52000.0,39500.0,"51 to 200",2008-01-01 00:00:00.000,"Private","Health Care Services & Hospitals","Health Care","$50 to $100 million (USD)"
"Data Analyst","Senior Data Analyst - Data Cataloging / Data Profiling","Reliable Software Resources
",4.0,"New York"," NY",27000.0,52000.0,39500.0,"501 to 1000",2004-01-01 00:00:00.000,"Private","IT Services","Information Technology","$50 to $100 million (USD)"
"Data Analyst","2021 Summer Analyst Program- Data & Analytics Solutions","Eagle Investment Systems
",3.7,"New York"," NY",27000.0,52000.0,39500.0,"501 to 1000",1989-01-01 00:00:00.000,"Subsidiary or Business Segment","Investment Banking & Asset Management","Finance","$100 to $500 million (USD)"
"Data Analyst","Technical Data Analyst","Kforce
",4.1,"Summit"," NJ",27000.0,52000.0,39500.0,"10000+",1966-01-01 00:00:00.000,"Public","Staffing & Outsourcing","Business Services","$1 to $2 billion (USD)"
"Data Analyst","Senior Analyst, Customer Master Data","Hikma Pharmaceuticals
",3.3,"Berkeley Heights"," NJ",27000.0,52000.0,39500.0,"5001 to 10000",1978-01-01 00:00:00.000,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$2 to $5 billion (USD)"
"Data Analyst","Data Analyst/Project Manager","SMBC Group
",3.4,"Jersey City"," NJ",27000.0,52000.0,39500.0,"10000+",1996-01-01 00:00:00.000,"Public","Investment Banking & Asset Management","Finance","$10+ billion (USD)"
"Data Analyst","Data Analyst II - Division of Endocrinology","Mount Sinai Medical Center
",3.1,"New York"," NY",27000.0,52000.0,39500.0,"1001 to 5000",1946-01-01 00:00:00.000,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","$500 million to $1 billion (USD)"
"Data Analyst","Sr. Reference Data Business Analyst - SQL","Citi
",3.7,"Jersey City"," NJ",27000.0,52000.0,39500.0,"10000+",1812-01-01 00:00:00.000,"Public","Investment Banking & Asset Management","Finance","$10+ billion (USD)"
"Data Analyst","Data Management Analyst (ADDM04) SEC SVCS OPS DATA GOVERNANCE - NA","JPMorgan Chase
",3.9,"Brooklyn"," NY",27000.0,52000.0,39500.0,"10000+",1799-01-01 00:00:00.000,"Public","Investment Banking & Asset Management","Finance","$10+ billion (USD)"
"Data Analyst","BA With Data Analyst Skills","Mitchell Martin
",4.1,"Jersey City"," NJ",27000.0,52000.0,39500.0,"501 to 1000",1984-01-01 00:00:00.000,"Private","Staffing & Outsourcing","Business Services","$100 to $500 million (USD)"
"Data Analyst","Data & Reporting Analyst, GNHCC","VNA Health Group
",3.3,"Essex Fells"," NJ",27000.0,52000.0,39500.0,"1001 to 5000",1912-01-01 00:00:00.000,"Nonprofit Organization","Social Assistance","Non-Profit","$50 to $100 million (USD)"
"Data Analyst","Principal Business Analyst - Data Governance","Rockstar Games
",4.1,"New York"," NY",27000.0,52000.0,39500.0,"1001 to 5000",1998-01-01 00:00:00.000,"Subsidiary or Business Segment","Video Games","Media","$10 to $25 million (USD)"
"Data Analyst","Business Analyst/Data Analyst - Capital Markets","RMS Computer
",3.0,"Jersey City"," NJ",27000.0,52000.0,39500.0,"201 to 500",1985-01-01 00:00:00.000,"Private","Computer Hardware & Software","Information Technology","$25 to $50 million (USD)"
"Data Analyst",".net, sharepoint, Java, Data analyst, Business Analyst","Hexacorp
",3.4,"New York"," NY",27000.0,52000.0,39500.0,"51 to 200",2001-01-01 00:00:00.000,"Private","IT Services","Information Technology","$5 to $10 million (USD)"
